"slug","name","country","action","reason","new_slug","eligible_languages"
"100-radio-carcassonne-1","100% Radio Carcassonne","France","slug-rewrite","old=100-radio-carcassonne-1 → new=100-radio-carcassonne-1","100-radio-carcassonne-1","en|fr|ar"
"100-5-bukedde-fm-1","100.5 Bukedde Fm","Uganda","slug-rewrite","old=100-5-bukedde-fm-1 → new=100-5-bukedde-fm-1","100-5-bukedde-fm-1","en"
"100-5-das-hitradio-1","100'5 Das Hitradio","Unknown","slug-rewrite","old=100-5-das-hitradio-1 → new=100-5-das-hitradio-1","100-5-das-hitradio-1","en"
"100-radio-carcassonne-2","100% Radio Carcassonne","France","slug-rewrite","old=100-radio-carcassonne-2 → new=100-radio-carcassonne-2","100-radio-carcassonne-2","en|fr|ar"
"1-1","1","Unknown","slug-rewrite","old=1-1 → new=1-1","1-1","en"
"100-3-the-beat-1","100.3 The Beat","The United States Of America","slug-rewrite","old=100-3-the-beat-1 → new=100-3-the-beat-1","100-3-the-beat-1","en|es"
"100-nl-1","100% NL","The Netherlands","slug-rewrite","old=100-nl-1 → new=100-nl-1","100-nl-1","en|nl"
"100-7-stereo-1","100.7 Stereo","El Salvador","slug-rewrite","old=100-7-stereo-1 → new=100-7-stereo-1","100-7-stereo-1","en"
"100-3-the-edge-1","100.3 The Edge","The United States Of America","slug-rewrite","old=100-3-the-edge-1 → new=100-3-the-edge-1","100-3-the-edge-1","en|es"
"100-greatest-jazz-lounge-bar-1","100 GREATEST JAZZ LOUNGE BAR","Canada","slug-rewrite","old=100-greatest-jazz-lounge-bar-1 → new=100-greatest-jazz-lounge-bar-1","100-greatest-jazz-lounge-bar-1","en|fr|es"
"100-best-ibiza-deep-house-1","100 BEST IBIZA DEEP HOUSE","Canada","slug-rewrite","old=100-best-ibiza-deep-house-1 → new=100-best-ibiza-deep-house-1","100-best-ibiza-deep-house-1","en|fr|es"
"100-5-das-hitradio-2","100,5 Das Hitradio","Belgium","slug-rewrite","old=100-5-das-hitradio-2 → new=100-5-das-hitradio-2","100-5-das-hitradio-2","en|nl|fr|de"
"101-7-your-love-fm-1","101.7 Your Love FM","The Philippines","slug-rewrite","old=101-7-your-love-fm-1 → new=101-7-your-love-fm-1","101-7-your-love-fm-1","en"
"1001-trumpet-song-1","1001 TRUMPET SONG","Germany","slug-rewrite","old=1001-trumpet-song-1 → new=1001-trumpet-song-1","1001-trumpet-song-1","en|de|tr"
"1000-electronic-dance-music-1","1000-ELECTRONIC-DANCE-MUSIC","Austria","slug-rewrite","old=1000-electronic-dance-music-1 → new=1000-electronic-dance-music-1","1000-electronic-dance-music-1","en|de"
"100hitz-indie-1","100hitz - Indie","The United States Of America","slug-rewrite","old=100hitz-indie-1 → new=100hitz-indie-1","100hitz-indie-1","en|es"
"100hitz-top-40-1","100Hitz - Top 40","The United States Of America","slug-rewrite","old=100hitz-top-40-1 → new=100hitz-top-40-1","100hitz-top-40-1","en|es"
"101-ru-bard-songs-avtorskaya-pesnya-1","101.ru Bard songs - Авторская Песня","The Russian Federation","slug-rewrite","old=101-ru-bard-songs-avtorskaya-pesnya-1 → new=101-ru-bard-songs-avtorskaya-pesnya-1","101-ru-bard-songs-avtorskaya-pesnya-1","en|ru"
"1000-hits-90s-1","1000 Hits 90s","France","slug-rewrite","old=1000-hits-90s-1 → new=1000-hits-90s-1","1000-hits-90s-1","en|fr|ar"
"100hitz-alternative-1","100Hitz - Alternative","The United States Of America","slug-rewrite","old=100hitz-alternative-1 → new=100hitz-alternative-1","100hitz-alternative-1","en|es"
"101-ru-ddt-1","101.ru ДДТ","The Russian Federation","slug-rewrite","old=101-ru-ddt-1 → new=101-ru-ddt-1","101-ru-ddt-1","en|ru"
"102-1-the-edge-1","102.1 The Edge","Unknown","slug-rewrite","old=102-1-the-edge-1 → new=102-1-the-edge-1","102-1-the-edge-1","en"
"101-ru-viktor-coy-i-gruppa-kino-1","101.ru: Виктор Цой и группа «КИНО»","The Russian Federation","slug-rewrite","old=101-ru-viktor-coy-i-gruppa-kino-1 → new=101-ru-viktor-coy-i-gruppa-kino-1","101-ru-viktor-coy-i-gruppa-kino-1","en|ru"
"102-2-radio-essen-1","102.2 Радио Эссен","Germany","slug-rewrite","old=102-2-radio-essen-1 → new=102-2-radio-essen-1","102-2-radio-essen-1","en|de|tr"
"101-7-your-love-fm-2","101.7 Your Love FM","Saudi Arabia","slug-rewrite","old=101-7-your-love-fm-2 → new=101-7-your-love-fm-2","101-7-your-love-fm-2","en|ar"
"101-8-artys-fm-1","101.8 ARTYS FM","Saudi Arabia","slug-rewrite","old=101-8-artys-fm-1 → new=101-8-artys-fm-1","101-8-artys-fm-1","en|ar"
"101-1-wjrr-orlando-s-rock-station-1","101.1 WJRR Orlando's Rock Station","The United States Of America","slug-rewrite","old=101-1-wjrr-orlando-s-rock-station-1 → new=101-1-wjrr-orlando-s-rock-station-1","101-1-wjrr-orlando-s-rock-station-1","en|es"
"102-7-kiis-fm-1","102.7 KIIS FM","The United States Of America","slug-rewrite","old=102-7-kiis-fm-1 → new=102-7-kiis-fm-1","102-7-kiis-fm-1","en|es"
"1000-dance-1","1000 Dance","Germany","slug-rewrite","old=1000-dance-1 → new=1000-dance-1","1000-dance-1","en|de|tr"
"101-ru-lyube-1","101.ru Любэ","The Russian Federation","slug-rewrite","old=101-ru-lyube-1 → new=101-ru-lyube-1","101-ru-lyube-1","en|ru"
"1000-jazz-hits-1","1000 Jazz Hits","Germany","slug-rewrite","old=1000-jazz-hits-1 → new=1000-jazz-hits-1","1000-jazz-hits-1","en|de|tr"
"101-8-radio-maria-1","101.8 Radio Maria","Uganda","slug-rewrite","old=101-8-radio-maria-1 → new=101-8-radio-maria-1","101-8-radio-maria-1","en"
"101-ru-lyube-2","101.ru Любэ","The Russian Federation","slug-rewrite","old=101-ru-lyube-2 → new=101-ru-lyube-2","101-ru-lyube-2","en|ru"
"101-1-wjrr-1","101.1 WJRR","The United States Of America","slug-rewrite","old=101-1-wjrr-1 → new=101-1-wjrr-1","101-1-wjrr-1","en|es"
"104-5-joy-fm-1","104.5 Joy Fm","Uganda","slug-rewrite","old=104-5-joy-fm-1 → new=104-5-joy-fm-1","104-5-joy-fm-1","en"
"105-7-the-hog-1","105.7 The HOG!","The United States Of America","slug-rewrite","old=105-7-the-hog-1 → new=105-7-the-hog-1","105-7-the-hog-1","en|es"
"104-1-territory-fm-darwin-104-1-fm-mp3-1","104.1 Territory FM - Darwin - 104.1 FM (MP3)","Australia","slug-rewrite","old=104-1-territory-fm-darwin-104-1-fm-mp3-1 → new=104-1-territory-fm-darwin-104-1-fm-mp3-1","104-1-territory-fm-darwin-104-1-fm-mp3-1","en"
"103-1","103","Republic Of North Macedonia","slug-rewrite","old=103-1 → new=103-1","103-1","en"
"105-5-spreeradio-1","105'5 Spreeradio","Germany","slug-rewrite","old=105-5-spreeradio-1 → new=105-5-spreeradio-1","105-5-spreeradio-1","en|de|tr"
"103-9-max-fm-moncton-s-greatest-hits-1","103.9 MAX FM - Moncton's Greatest Hits","Canada","slug-rewrite","old=103-9-max-fm-moncton-s-greatest-hits-1 → new=103-9-max-fm-moncton-s-greatest-hits-1","103-9-max-fm-moncton-s-greatest-hits-1","en|fr|es"
"105-1-wjzm-1","105-1 WJZM","The United States Of America","slug-rewrite","old=105-1-wjzm-1 → new=105-1-wjzm-1","105-1-wjzm-1","en|es"
"103-the-eye-1","103 The Eye","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=103-the-eye-1 → new=103-the-eye-1","103-the-eye-1","en"
"104-1-territory-fm-darwin-104-1-fm-mp3-2","104.1 Territory FM - Darwin - 104.1 FM (MP3)","Australia","slug-rewrite","old=104-1-territory-fm-darwin-104-1-fm-mp3-2 → new=104-1-territory-fm-darwin-104-1-fm-mp3-2","104-1-territory-fm-darwin-104-1-fm-mp3-2","en"
"104-6-rtl-top-40-1","104.6 RTL Top 40","Germany","slug-rewrite","old=104-6-rtl-top-40-1 → new=104-6-rtl-top-40-1","104-6-rtl-top-40-1","en|de|tr"
"106-1-nxtradio-1","106.1 NxtRadio","Uganda","slug-rewrite","old=106-1-nxtradio-1 → new=106-1-nxtradio-1","106-1-nxtradio-1","en"
"105-fm-1","105 fm","Azerbaijan","slug-rewrite","old=105-fm-1 → new=105-fm-1","105-fm-1","en|az"
"1055-rock-thessaloniki-1","1055 Rock Thessaloniki","Greece","slug-rewrite","old=1055-rock-thessaloniki-1 → new=1055-rock-thessaloniki-1","1055-rock-thessaloniki-1","en|el"
"105-9-hot-fm-manila-1","105.9 Hot FM Manila","The Philippines","slug-rewrite","old=105-9-hot-fm-manila-1 → new=105-9-hot-fm-manila-1","105-9-hot-fm-manila-1","en"
"1a-good-life-1","1A Good Life","Germany","slug-rewrite","old=1a-good-life-1 → new=1a-good-life-1","1a-good-life-1","en|de|tr"
"1a-urban-music-1","1A Urban Music","Germany","slug-rewrite","old=1a-urban-music-1 → new=1a-urban-music-1","1a-urban-music-1","en|de|tr"
"1030-am-ciudad-de-mexico-1030-am-xeqr-am-grupo-radio-centro-ciudad-de-mexico-1","1030 AM (Ciudad de México) - 1030 AM - XEQR-AM - Grupo Radio Centro - Ciudad de México","Mexico","slug-rewrite","old=1030-am-ciudad-de-mexico-1030-am-xeqr-am-grupo-radio-centro-ciudad-de-mexico-1 → new=1030-am-ciudad-de-mexico-1030-am-xeqr-am-grupo-radio-centro-ciudad-de-mexico-1","1030-am-ciudad-de-mexico-1030-am-xeqr-am-grupo-radio-centro-ciudad-de-mexico-1","en|es"
"104-6-rtl-live-1","104.6 RTL live","Germany","slug-rewrite","old=104-6-rtl-live-1 → new=104-6-rtl-live-1","104-6-rtl-live-1","en|de|tr"
"1a-80er-hits-1","1A 80er Hits","Germany","slug-rewrite","old=1a-80er-hits-1 → new=1a-80er-hits-1","1a-80er-hits-1","en|de|tr"
"102-7-weqx-1","102.7 WEQX","The United States Of America","slug-rewrite","old=102-7-weqx-1 → new=102-7-weqx-1","102-7-weqx-1","en|es"
"103-5-retro-cebu-1","103.5 Retro Cebu","The Philippines","slug-rewrite","old=103-5-retro-cebu-1 → new=103-5-retro-cebu-1","103-5-retro-cebu-1","en"
"109fm-1","109FM","Ukraine","slug-rewrite","old=109fm-1 → new=109fm-1","109fm-1","en|uk|ru"
"1a-fitness-hits-1","1A Fitness Hits","Germany","slug-rewrite","old=1a-fitness-hits-1 → new=1a-fitness-hits-1","1a-fitness-hits-1","en|de|tr"
"1a-2000er-hits-1","1A 2000er Hits","Germany","slug-rewrite","old=1a-2000er-hits-1 → new=1a-2000er-hits-1","1a-2000er-hits-1","en|de|tr"
"1a-neuheiten-1","1A Neuheiten","Germany","slug-rewrite","old=1a-neuheiten-1 → new=1a-neuheiten-1","1a-neuheiten-1","en|de|tr"
"1a-party-hits-1","1A Party Hits","Germany","slug-rewrite","old=1a-party-hits-1 → new=1a-party-hits-1","1a-party-hits-1","en|de|tr"
"1a-partyschlager-1","1A Partyschlager","Germany","slug-rewrite","old=1a-partyschlager-1 → new=1a-partyschlager-1","1a-partyschlager-1","en|de|tr"
"1a-70er-hits-1","1A 70er Hits","Germany","slug-rewrite","old=1a-70er-hits-1 → new=1a-70er-hits-1","1a-70er-hits-1","en|de|tr"
"1a-hits-fur-kids-1","1A Hits für Kids","Germany","slug-rewrite","old=1a-hits-fur-kids-1 → new=1a-hits-fur-kids-1","1a-hits-fur-kids-1","en|de|tr"
"1a-90er-hits-1","1A 90er Hits","Germany","slug-rewrite","old=1a-90er-hits-1 → new=1a-90er-hits-1","1a-90er-hits-1","en|de|tr"
"1a-rock-songs-1","1A Rock Songs","Germany","slug-rewrite","old=1a-rock-songs-1 → new=1a-rock-songs-1","1a-rock-songs-1","en|de|tr"
"3mp-melbourne-1377-am-1","3MP - Melbourne - 1377 AM","Australia","slug-rewrite","old=3mp-melbourne-1377-am-1 → new=3mp-melbourne-1377-am-1","3mp-melbourne-1377-am-1","en"
"1mix-radio-trance-1","1Mix Radio Trance","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=1mix-radio-trance-1 → new=1mix-radio-trance-1","1mix-radio-trance-1","en"
"3abn-radio-1","3ABN Radio","The United States Of America","slug-rewrite","old=3abn-radio-1 → new=3abn-radio-1","3abn-radio-1","en|es"
"2000-sta-fm-1","2000 στα FM","Greece","slug-rewrite","old=2000-sta-fm-1 → new=2000-sta-fm-1","2000-sta-fm-1","en|el"
"1twente-enschede-1","1Twente Enschede","The Netherlands","slug-rewrite","old=1twente-enschede-1 → new=1twente-enschede-1","1twente-enschede-1","en|nl"
"2chr-cessnock-96-5-fm-mp3-1","2CHR - Cessnock - 96.5 FM (MP3)","Australia","slug-rewrite","old=2chr-cessnock-96-5-fm-mp3-1 → new=2chr-cessnock-96-5-fm-mp3-1","2chr-cessnock-96-5-fm-mp3-1","en"
"40up-radio-1","40UP Radio","The Netherlands","slug-rewrite","old=40up-radio-1 → new=40up-radio-1","40up-radio-1","en|nl"
"2ue-sydney-954-am-1","2UE - Sydney - 954 AM","Australia","slug-rewrite","old=2ue-sydney-954-am-1 → new=2ue-sydney-954-am-1","2ue-sydney-954-am-1","en"
"2qn-deniliquin-1521-am-1","2QN - Deniliquin - 1521 AM","Australia","slug-rewrite","old=2qn-deniliquin-1521-am-1 → new=2qn-deniliquin-1521-am-1","2qn-deniliquin-1521-am-1","en"
"3sh-swan-hill-1332-am-1","3SH - Swan Hill - 1332 AM","Australia","slug-rewrite","old=3sh-swan-hill-1332-am-1 → new=3sh-swan-hill-1332-am-1","3sh-swan-hill-1332-am-1","en"
"2town-radio-1","2town Radio","Denmark","slug-rewrite","old=2town-radio-1 → new=2town-radio-1","2town-radio-1","en|da"
"2ay-albury-1494-am-1","2AY - Albury - 1494 AM","Australia","slug-rewrite","old=2ay-albury-1494-am-1 → new=2ay-albury-1494-am-1","2ay-albury-1494-am-1","en"
"3cs-colac-1134-am-1","3CS - Colac - 1134 AM","Australia","slug-rewrite","old=3cs-colac-1134-am-1 → new=3cs-colac-1134-am-1","3cs-colac-1134-am-1","en"
"3wm-horsham-1089-am-1","3WM - Horsham - 1089 AM","Australia","slug-rewrite","old=3wm-horsham-1089-am-1 → new=3wm-horsham-1089-am-1","3wm-horsham-1089-am-1","en"
"2rrr-ryde-88-5-fm-aac-1","2RRR - Ryde - 88.5 FM (AAC)","Australia","slug-rewrite","old=2rrr-ryde-88-5-fm-aac-1 → new=2rrr-ryde-88-5-fm-aac-1","2rrr-ryde-88-5-fm-aac-1","en"
"2gb-sydney-873-am-mp3-1","2GB - Sydney - 873 AM (MP3)","Australia","slug-rewrite","old=2gb-sydney-873-am-mp3-1 → new=2gb-sydney-873-am-mp3-1","2gb-sydney-873-am-mp3-1","en"
"3ne-wangaratta-1566-am-1","3NE - Wangaratta - 1566 AM","Australia","slug-rewrite","old=3ne-wangaratta-1566-am-1 → new=3ne-wangaratta-1566-am-1","3ne-wangaratta-1566-am-1","en"
"242-radio-1","242 Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=242-radio-1 → new=242-radio-1","242-radio-1","en"
"2ay-albury-1494-am-2","2AY - Albury - 1494 AM","Australia","slug-rewrite","old=2ay-albury-1494-am-2 → new=2ay-albury-1494-am-2","2ay-albury-1494-am-2","en"
"3mbs-melbourne-103-5-mhz-fm-1","3MBS - Melbourne, 103.5 MHz FM","Australia","slug-rewrite","old=3mbs-melbourne-103-5-mhz-fm-1 → new=3mbs-melbourne-103-5-mhz-fm-1","3mbs-melbourne-103-5-mhz-fm-1","en"
"242-radio-2","242 Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=242-radio-2 → new=242-radio-2","242-radio-2","en"
"3aw-melbourne-693-am-mp3-1","3AW - Melbourne - 693 AM (MP3)","Australia","slug-rewrite","old=3aw-melbourne-693-am-mp3-1 → new=3aw-melbourne-693-am-mp3-1","3aw-melbourne-693-am-mp3-1","en"
"80s-new-wave-radio-1","80s New Wave Radio","Canada","slug-rewrite+clear-noindex","old=80s-new-wave-radio-1 → new=80s-new-wave-radio ; reclassified-as-valid","80s-new-wave-radio","en|fr|es"
"80s-90s-1","80s-90s","Germany","slug-rewrite","old=80s-90s-1 → new=80s-90s-1","80s-90s-1","en|de|tr"
"4fun-tv-1","4fun tv","Poland","slug-rewrite","old=4fun-tv-1 → new=4fun-tv-1","4fun-tv-1","en|pl"
"40up-radio-2","40UP RADIO","The Netherlands","slug-rewrite","old=40up-radio-2 → new=40up-radio-2","40up-radio-2","en|nl"
"3yb-fm-warrnambool-94-5-fm-1","3YB FM - Warrnambool - 94.5 FM","Australia","slug-rewrite","old=3yb-fm-warrnambool-94-5-fm-1 → new=3yb-fm-warrnambool-94-5-fm-1","3yb-fm-warrnambool-94-5-fm-1","en"
"3ha-hamilton-portland-92-9-fm-981-am-1","3HA - Hamilton / Portland - 92.9 FM / 981 AM","Australia","slug-rewrite","old=3ha-hamilton-portland-92-9-fm-981-am-1 → new=3ha-hamilton-portland-92-9-fm-981-am-1","3ha-hamilton-portland-92-9-fm-981-am-1","en"
"24-7-lofi-radio-1","24/7 LoFi Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=24-7-lofi-radio-1 → new=24-7-lofi-radio-1","24-7-lofi-radio-1","en"
"2rrr-ryde-88-5-fm-mp3-1","2RRR - Ryde - 88.5 FM (MP3)","Australia","slug-rewrite","old=2rrr-ryde-88-5-fm-mp3-1 → new=2rrr-ryde-88-5-fm-mp3-1","2rrr-ryde-88-5-fm-mp3-1","en"
"2xxfm-98-3-canberra-s-oldest-community-radio-station-1","2XXfm 98.3 - Canberra's Oldest Community Radio Station","Australia","slug-rewrite","old=2xxfm-98-3-canberra-s-oldest-community-radio-station-1 → new=2xxfm-98-3-canberra-s-oldest-community-radio-station-1","2xxfm-98-3-canberra-s-oldest-community-radio-station-1","en"
"5000-bergen-1","5000 Bergen","Norway","slug-rewrite","old=5000-bergen-1 → new=5000-bergen-1","5000-bergen-1","en|no"
"4u-classic-rock-1","4U Classic Rock","France","slug-rewrite","old=4u-classic-rock-1 → new=4u-classic-rock-1","4u-classic-rock-1","en|fr|ar"
"70-80-hits-hq-1","70 80 Hits HQ","Italy","slug-rewrite","old=70-80-hits-hq-1 → new=70-80-hits-hq-1","70-80-hits-hq-1","en|it"
"4bh-brisbane-1116-am-1","4BH - Brisbane - 1116 AM","Australia","slug-rewrite","old=4bh-brisbane-1116-am-1 → new=4bh-brisbane-1116-am-1","4bh-brisbane-1116-am-1","en"
"60-north-radio-1","60 North Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=60-north-radio-1 → new=60-north-radio-1","60-north-radio-1","en"
"80s-forever-we-keep-the-80s-alive-1","80s Forever - We Keep The 80s Alive","Switzerland","slug-rewrite","old=80s-forever-we-keep-the-80s-alive-1 → new=80s-forever-we-keep-the-80s-alive-1","80s-forever-we-keep-the-80s-alive-1","en|de|fr|it"
"50f-ru-1","50F.RU","The Russian Federation","slug-rewrite","old=50f-ru-1 → new=50f-ru-1","50f-ru-1","en|ru"
"80s-alive-1","80s Alive","The Netherlands","slug-rewrite","old=80s-alive-1 → new=80s-alive-1","80s-alive-1","en|nl"
"80s-remix-radio-1","80s Remix Radio","Italy","slug-rewrite","old=80s-remix-radio-1 → new=80s-remix-radio-1","80s-remix-radio-1","en|it"
"80s80s-dark-wave-2","80s80s Dark Wave","Germany","slug-rewrite","old=80s80s-dark-wave-2 → new=80s80s-dark-wave-2","80s80s-dark-wave-2","en|de|tr"
"80s80s-alternative-1","80s80s Alternative","Germany","slug-rewrite","old=80s80s-alternative-1 → new=80s80s-alternative-1","80s80s-alternative-1","en|de|tr"
"500shou-hua-yu-jing-dian-1","500首华语经典","China","slug-rewrite","old=500shou-hua-yu-jing-dian-1 → new=500shou-hua-yu-jing-dian-1","500shou-hua-yu-jing-dian-1","en|zh"
"80s80s-dark-wave-1","80s80s Dark Wave","Germany","slug-rewrite","old=80s80s-dark-wave-1 → new=80s80s-dark-wave-1","80s80s-dark-wave-1","en|de|tr"
"80s-tamil-hits-1","80s-tamil-hits","India","slug-rewrite+clear-noindex","old=80s-tamil-hits-1 → new=80s-tamil-hits ; reclassified-as-valid","80s-tamil-hits","en|hi|ta|te|bn|mr|gu|ur"
"500shou-hua-yu-jing-dian-2","500首华语经典","China","slug-rewrite","old=500shou-hua-yu-jing-dian-2 → new=500shou-hua-yu-jing-dian-2","500shou-hua-yu-jing-dian-2","en|zh"
"60sradio-mrg-fm-1","60sRadio (MRG.fm)","The United States Of America","slug-rewrite","old=60sradio-mrg-fm-1 → new=60sradio-mrg-fm-1","60sradio-mrg-fm-1","en|es"
"70s-classics-sydney-mp3-1","70s Classics - Sydney (MP3)","Australia","slug-rewrite","old=70s-classics-sydney-mp3-1 → new=70s-classics-sydney-mp3-1","70s-classics-sydney-mp3-1","en"
"70s-80s-disco-funk-modernsoul-boogie-1","70s 80s Disco Funk ModernSoul Boogie","The United States Of America","slug-rewrite","old=70s-80s-disco-funk-modernsoul-boogie-1 → new=70s-80s-disco-funk-modernsoul-boogie-1","70s-80s-disco-funk-modernsoul-boogie-1","en|es"
"80s80s-dance-1","80s80s Dance","Germany","slug-rewrite","old=80s80s-dance-1 → new=80s80s-dance-1","80s80s-dance-1","en|de|tr"
"70sradio-mrg-fm-1","70sRadio (MRG.fm)","The United States Of America","slug-rewrite","old=70sradio-mrg-fm-1 → new=70sradio-mrg-fm-1","70sradio-mrg-fm-1","en|es"
"4lobos-bollywood-radio-1","4lobos bollywood radio","India","slug-rewrite","old=4lobos-bollywood-radio-1 → new=4lobos-bollywood-radio-1","4lobos-bollywood-radio-1","en|hi|ta|te|bn|mr|gu|ur"
"80s-alive-2","80s Alive","Afghanistan","slug-rewrite","old=80s-alive-2 → new=80s-alive-2","80s-alive-2","en"
"45-radio-1","45 Radio","The United Kingdom Of Great Britain And Northern Ireland","slug-rewrite","old=45-radio-1 → new=45-radio-1","45-radio-1","en"
"80s80s-maxis-1","80s80s Maxis","Germany","slug-rewrite","old=80s80s-maxis-1 → new=80s80s-maxis-1","80s80s-maxis-1","en|de|tr"
"80s80s-live-1","80s80s Live","Germany","slug-rewrite","old=80s80s-live-1 → new=80s80s-live-1","80s80s-live-1","en|de|tr"
"89-0-rtl-1","89.0 RTL","Germany","slug-rewrite","old=89-0-rtl-1 → new=89-0-rtl-1","89-0-rtl-1","en|de|tr"
"80s80s-1","80s80s","Germany","slug-rewrite","old=80s80s-1 → new=80s80s-1","80s80s-1","en|de|tr"
"80s80s-depeche-mode-1","80s80s Depeche mode","Unknown","slug-rewrite","old=80s80s-depeche-mode-1 → new=80s80s-depeche-mode-1","80s80s-depeche-mode-1","en|de"
"89-0-rtl-deutsch-rap-1","89.0 RTL - Deutsch Rap","Unknown","slug-rewrite","old=89-0-rtl-deutsch-rap-1 → new=89-0-rtl-deutsch-rap-1","89-0-rtl-deutsch-rap-1","en"
"89-0-rtl-in-the-mix-1","89.0 RTL - In The Mix","Germany","slug-rewrite","old=89-0-rtl-in-the-mix-1 → new=89-0-rtl-in-the-mix-1","89-0-rtl-in-the-mix-1","en|de|tr"
"89-0-rtl-most-wanted-1","89.0 RTL Most Wanted","Germany","slug-rewrite","old=89-0-rtl-most-wanted-1 → new=89-0-rtl-most-wanted-1","89-0-rtl-most-wanted-1","en|de|tr"
"89-0-rtl-2000er-1","89.0 RTL - 2000er","Unknown","slug-rewrite","old=89-0-rtl-2000er-1 → new=89-0-rtl-2000er-1","89-0-rtl-2000er-1","en"
"87-fm-1","87 FM","Brazil","slug-rewrite","old=87-fm-1 → new=87-fm-1","87-fm-1","en|pt"
"89-0-rtl-in-the-mix-2","89.0 RTL - In The Mix","Germany","slug-rewrite","old=89-0-rtl-in-the-mix-2 → new=89-0-rtl-in-the-mix-2","89-0-rtl-in-the-mix-2","en|de|tr"
"89-0-rtl-chill-zone-1","89.0 RTL - Chill Zone","Unknown","slug-rewrite","old=89-0-rtl-chill-zone-1 → new=89-0-rtl-chill-zone-1","89-0-rtl-chill-zone-1","en"
"89-0-rtl-2","89.0 RTL","Unknown","slug-rewrite","old=89-0-rtl-2 → new=89-0-rtl-2","89-0-rtl-2","en"
"88-6-kiira-fm-1","88.6 Kiira FM","Uganda","slug-rewrite","old=88-6-kiira-fm-1 → new=88-6-kiira-fm-1","88-6-kiira-fm-1","en"
